Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,cluster
Female,Loyal Customer,30,Business travel,Business,772,1,1,4,1,5,4,5,5,4,4,5,3,5,5,6,0.0,1
Female,Loyal Customer,25,Personal Travel,Business,757,1,4,1,3,4,1,4,4,3,4,5,3,4,4,0,27.0,1
Male,disloyal Customer,48,Business travel,Business,1590,4,4,4,3,3,4,3,3,5,2,4,3,4,3,10,0.0,1
Male,disloyal Customer,27,Business travel,Business,626,0,0,0,3,3,0,3,3,3,2,5,4,5,3,0,0.0,0
Female,Loyal Customer,50,Business travel,Business,2390,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5.0,1
Male,Loyal Customer,44,Business travel,Business,3690,1,3,1,1,4,5,5,2,2,2,2,3,2,5,18,0.0,0
Male,Loyal Customer,40,Business travel,Eco Plus,577,2,5,5,5,2,2,2,2,1,2,4,1,4,2,5,9.0,0
Male,Loyal Customer,53,Personal Travel,Eco,442,3,3,3,2,4,3,5,4,3,4,5,4,5,4,0,0.0,1
Female,disloyal Customer,26,Business travel,Business,402,4,5,4,5,2,4,2,2,4,3,5,3,4,2,0,0.0,0
Female,Loyal Customer,40,Business travel,Business,3662,3,3,3,3,1,1,3,4,4,4,4,1,4,4,0,0.0,1
Female,Loyal Customer,43,Business travel,Business,321,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0,1
Male,Loyal Customer,39,Business travel,Business,3457,1,1,4,1,3,3,4,5,5,5,3,3,5,4,0,0.0,1
Female,Loyal Customer,34,Personal Travel,Eco,834,3,5,3,1,4,3,4,4,4,3,4,5,5,4,23,28.0,1
Female,Loyal Customer,52,Personal Travel,Eco,1306,3,5,3,4,3,5,5,4,3,5,4,5,4,5,271,275.0,1
Male,Loyal Customer,37,Personal Travel,Eco,236,2,4,2,3,4,2,4,4,3,4,4,5,5,4,0,0.0,1
Male,Loyal Customer,56,Business travel,Business,650,5,5,5,5,4,4,5,4,4,4,4,4,4,5,8,13.0,1
Female,Loyal Customer,50,Business travel,Eco,480,3,2,4,4,5,4,5,3,3,3,3,4,3,4,13,0.0,1
Female,disloyal Customer,24,Business travel,Business,1076,2,2,2,2,1,2,1,1,2,2,2,2,3,1,118,96.0,0
Male,disloyal Customer,24,Business travel,Business,1166,5,5,5,5,5,5,5,5,4,2,5,4,5,5,50,58.0,1
Female,disloyal Customer,39,Business travel,Business,226,2,2,2,4,2,2,2,2,5,4,5,3,5,2,3,0.0,0
Female,Loyal Customer,13,Personal Travel,Eco,1533,2,4,2,5,3,2,5,3,3,4,3,3,5,3,10,3.0,0
Male,Loyal Customer,35,Business travel,Eco,1533,4,1,1,1,4,4,4,4,5,2,4,2,5,4,0,0.0,1
Male,Loyal Customer,52,Personal Travel,Business,1124,2,4,2,1,2,4,4,2,2,2,5,5,2,4,9,0.0,0
Male,Loyal Customer,41,Business travel,Business,2365,2,2,2,2,2,3,4,2,2,2,2,2,2,4,0,0.0,0
Female,Loyal Customer,43,Business travel,Business,2536,2,2,2,2,5,5,4,5,5,5,5,4,5,5,18,5.0,1
Male,disloyal Customer,36,Business travel,Business,2565,3,2,2,2,2,2,2,2,5,3,5,4,4,2,4,0.0,0
Male,Loyal Customer,57,Business travel,Eco,838,4,5,5,5,4,4,4,4,2,1,4,2,1,4,0,0.0,1
Female,Loyal Customer,54,Business travel,Eco,992,3,1,5,5,4,4,3,3,3,3,3,4,3,1,29,17.0,0
Female,disloyal Customer,47,Business travel,Eco,368,1,0,1,2,5,1,5,5,3,4,5,2,5,5,2,0.0,1
Female,Loyal Customer,20,Business travel,Business,630,3,1,1,1,3,3,3,3,2,4,4,2,4,3,11,3.0,0
Male,Loyal Customer,27,Personal Travel,Eco,4963,2,1,2,4,2,3,3,2,5,4,3,3,4,3,0,2.0,0
Male,Loyal Customer,39,Business travel,Business,236,0,0,0,2,1,2,2,4,4,4,4,4,4,2,4,0.0,0
Male,Loyal Customer,60,Personal Travel,Eco,328,2,5,3,1,3,3,3,3,5,5,4,5,4,3,13,10.0,1
Female,disloyal Customer,20,Business travel,Business,507,4,0,4,3,4,4,4,4,5,4,4,3,5,4,0,0.0,1
Male,Loyal Customer,38,Business travel,Business,3383,1,5,5,5,1,3,4,1,1,1,1,3,1,1,18,2.0,0
Male,disloyal Customer,26,Business travel,Eco,975,2,2,2,3,3,2,3,3,5,4,1,4,5,3,12,0.0,0
Female,Loyal Customer,50,Personal Travel,Eco,950,1,4,1,4,2,4,4,1,1,1,1,1,1,2,70,52.0,0
Female,Loyal Customer,28,Business travel,Business,577,2,4,4,4,2,2,2,2,1,4,3,3,3,2,6,14.0,0
Male,disloyal Customer,29,Business travel,Business,980,4,4,4,5,1,4,1,1,5,3,4,4,5,1,0,0.0,0
Male,Loyal Customer,53,Business travel,Eco,222,1,2,4,4,1,1,1,1,4,1,3,3,4,1,4,7.0,0
Male,Loyal Customer,19,Business travel,Business,1787,2,5,5,5,2,2,2,2,4,2,4,3,3,2,0,0.0,0
Male,Loyal Customer,38,Personal Travel,Eco Plus,616,3,4,3,3,3,3,3,3,3,2,3,3,3,3,7,0.0,0
Male,Loyal Customer,45,Business travel,Business,833,1,1,1,1,4,5,4,4,4,4,4,4,4,5,3,0.0,1
Female,Loyal Customer,41,Business travel,Business,120,0,4,0,1,5,4,5,1,1,1,1,5,1,3,50,41.0,0
Female,Loyal Customer,37,Personal Travel,Eco,1334,2,5,2,3,4,2,1,4,5,2,4,5,5,4,2,3.0,1
Female,disloyal Customer,25,Business travel,Eco,248,2,0,2,3,4,2,4,4,1,1,4,3,4,4,0,0.0,0
Male,Loyal Customer,61,Business travel,Business,2458,3,4,4,4,4,2,3,3,3,3,3,4,3,1,5,1.0,0
Male,disloyal Customer,29,Business travel,Eco,761,2,2,2,3,3,2,3,3,2,3,4,4,4,3,0,12.0,0
Male,Loyal Customer,30,Business travel,Eco Plus,1080,4,3,3,3,4,3,4,4,3,2,3,2,4,4,18,8.0,1
Female,Loyal Customer,8,Business travel,Business,1747,3,3,3,3,4,4,4,4,3,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,49,Business travel,Business,2052,2,2,2,2,1,2,3,2,2,2,2,1,2,1,10,0.0,0
Male,Loyal Customer,29,Business travel,Business,1197,4,4,4,4,4,4,4,4,4,2,4,5,5,4,2,0.0,1
Female,Loyal Customer,55,Business travel,Business,2242,4,4,4,4,4,5,4,5,5,5,5,1,5,3,35,32.0,1
Male,Loyal Customer,42,Business travel,Eco,304,3,2,5,5,3,3,3,3,2,4,3,4,4,3,0,0.0,0
Male,Loyal Customer,51,Business travel,Business,2510,5,5,5,5,2,5,4,5,5,5,5,3,5,4,8,19.0,1
Male,disloyal Customer,29,Business travel,Business,1044,5,5,5,1,4,5,4,4,3,5,5,3,4,4,0,0.0,1
Female,Loyal Customer,56,Personal Travel,Eco,228,3,4,3,1,5,5,4,3,3,3,3,5,3,4,0,0.0,1
Female,Loyal Customer,48,Personal Travel,Eco,675,3,5,3,2,3,5,5,5,5,3,5,3,5,3,0,0.0,1
Male,Loyal Customer,50,Business travel,Eco,1269,2,3,3,3,2,2,2,2,2,3,4,2,4,2,31,25.0,0
Female,Loyal Customer,31,Business travel,Business,2881,3,4,4,4,3,3,3,3,3,2,4,3,4,3,0,0.0,1
Female,Loyal Customer,56,Business travel,Business,462,2,2,2,2,5,4,4,5,5,4,5,5,5,4,0,0.0,1
Male,Loyal Customer,41,Business travel,Business,365,5,5,5,5,4,5,5,5,5,5,5,3,5,4,19,13.0,1
Female,Loyal Customer,23,Personal Travel,Business,784,2,1,2,4,3,2,3,3,4,4,4,4,3,3,0,0.0,0
Male,Loyal Customer,25,Business travel,Eco,158,4,5,5,5,4,4,1,4,2,2,3,3,3,4,59,65.0,0
Female,Loyal Customer,51,Personal Travel,Eco,733,0,3,0,3,3,4,5,2,2,0,2,2,2,2,0,0.0,0
Female,Loyal Customer,49,Personal Travel,Eco Plus,589,1,4,1,1,1,5,5,5,5,1,5,2,5,3,0,0.0,1
Female,Loyal Customer,54,Business travel,Business,3460,4,4,4,4,2,4,5,4,4,4,4,5,4,5,0,0.0,1
Female,Loyal Customer,26,Personal Travel,Business,1750,2,3,2,3,1,2,1,1,2,4,5,3,1,1,71,74.0,0
Female,Loyal Customer,54,Personal Travel,Eco Plus,1608,4,5,5,3,3,3,5,3,3,5,3,5,3,3,0,0.0,1
Female,Loyal Customer,68,Personal Travel,Eco,319,3,2,3,4,5,3,4,3,3,3,2,1,3,1,0,0.0,0
Female,Loyal Customer,27,Business travel,Business,3018,1,1,1,1,5,5,3,5,5,1,2,3,4,5,0,0.0,1
Female,Loyal Customer,33,Business travel,Business,1372,1,1,1,1,4,2,5,4,4,5,4,2,4,5,0,0.0,1
Female,Loyal Customer,67,Business travel,Eco Plus,991,3,4,4,4,3,2,2,3,3,3,3,2,3,4,27,45.0,0
Male,disloyal Customer,28,Business travel,Business,1440,5,4,4,5,3,4,3,3,4,5,5,4,4,3,0,5.0,1
Female,Loyal Customer,10,Personal Travel,Eco,315,3,5,3,2,4,3,4,4,5,2,5,4,5,4,0,0.0,1
Male,Loyal Customer,44,Business travel,Business,2142,1,1,1,1,2,2,1,5,5,5,5,2,5,5,1,0.0,1
Male,Loyal Customer,53,Personal Travel,Business,591,4,4,4,5,5,2,4,4,4,4,4,4,4,3,0,0.0,1
Male,Loyal Customer,11,Personal Travel,Eco,1216,3,1,4,3,5,4,5,5,1,3,2,3,3,5,0,0.0,1
Female,Loyal Customer,24,Business travel,Business,1438,5,5,5,5,5,5,5,5,5,4,5,3,5,5,32,40.0,1
Male,disloyal Customer,42,Business travel,Business,814,3,3,3,1,5,3,1,5,5,5,5,4,4,5,0,0.0,1
Male,Loyal Customer,49,Business travel,Business,2873,5,5,5,5,3,4,4,5,5,5,5,4,5,5,0,3.0,1
Female,disloyal Customer,29,Business travel,Eco,1069,2,3,3,1,4,3,4,4,1,2,5,3,3,4,4,17.0,0
Female,disloyal Customer,22,Business travel,Eco,328,1,4,1,5,1,1,1,1,2,4,1,4,1,1,0,0.0,0
Male,Loyal Customer,61,Personal Travel,Eco,733,3,3,3,3,5,3,5,5,4,2,4,2,4,5,122,106.0,1
Female,Loyal Customer,37,Personal Travel,Eco,933,3,4,4,5,5,4,5,5,5,3,4,3,5,5,0,0.0,1
Male,Loyal Customer,31,Business travel,Business,3477,2,2,2,2,4,4,4,4,1,5,2,5,3,4,0,13.0,1
Male,Loyal Customer,39,Business travel,Business,2588,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0.0,1
Female,disloyal Customer,38,Business travel,Business,1379,4,4,4,3,3,4,1,3,3,5,4,4,4,3,4,0.0,1
Female,Loyal Customer,40,Business travel,Eco,1021,4,5,5,5,4,4,4,4,2,5,2,1,1,4,0,0.0,1
Female,Loyal Customer,32,Business travel,Business,2339,1,1,5,1,4,5,4,4,5,5,4,5,4,4,12,1.0,1
Male,Loyal Customer,27,Business travel,Business,2358,3,3,3,3,3,3,3,3,3,4,3,1,4,3,0,0.0,0
Female,Loyal Customer,60,Business travel,Business,337,3,3,3,3,4,3,3,3,3,3,3,3,3,4,0,0.0,1
Male,Loyal Customer,53,Business travel,Business,233,2,2,2,2,3,4,5,4,4,4,4,3,4,4,0,0.0,1
Male,Loyal Customer,60,Business travel,Business,3492,2,3,2,2,4,4,5,4,4,5,4,3,4,3,68,76.0,1
Male,Loyal Customer,58,Business travel,Business,231,2,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0.0,1
Male,disloyal Customer,16,Business travel,Eco,752,5,5,5,1,3,3,3,3,2,3,3,5,3,3,0,2.0,0
Male,disloyal Customer,55,Business travel,Eco,108,5,0,4,5,4,4,5,4,5,2,5,4,2,4,0,0.0,1
Female,Loyal Customer,30,Business travel,Business,1589,2,2,2,2,4,4,4,4,3,4,3,3,4,4,0,0.0,1
Female,Loyal Customer,49,Personal Travel,Eco Plus,2607,3,4,3,4,3,3,4,2,2,3,2,3,2,3,0,0.0,0
Female,Loyal Customer,48,Business travel,Business,3361,3,3,5,3,4,2,3,5,5,5,4,4,5,2,0,0.0,1
Male,Loyal Customer,58,Business travel,Business,2475,5,5,4,5,3,4,4,5,5,5,5,3,5,3,0,0.0,1
Male,Loyal Customer,51,Business travel,Business,2475,3,3,4,3,4,4,4,4,4,3,4,4,3,4,2,0.0,1
Female,disloyal Customer,54,Business travel,Business,1416,2,2,2,3,2,2,2,2,3,3,4,4,4,2,0,26.0,0
Male,disloyal Customer,25,Business travel,Business,192,4,5,4,1,5,4,5,5,3,5,5,5,4,5,32,20.0,1
Male,Loyal Customer,64,Business travel,Eco Plus,968,4,5,5,5,4,4,4,4,5,1,3,2,1,4,7,16.0,1
Female,Loyal Customer,21,Business travel,Business,2321,3,3,3,3,4,4,4,4,4,5,4,5,4,4,13,28.0,1
Male,Loyal Customer,44,Business travel,Business,2626,1,1,5,1,5,4,4,2,2,3,2,4,2,5,14,0.0,1
Female,Loyal Customer,40,Business travel,Business,3018,3,3,3,3,5,1,3,5,5,5,5,4,5,5,70,72.0,1
Female,Loyal Customer,44,Business travel,Business,2704,4,5,4,4,2,2,4,4,4,4,4,3,4,3,0,0.0,1
Female,Loyal Customer,12,Personal Travel,Eco,282,2,4,2,4,3,2,3,3,4,3,5,5,4,3,0,0.0,0
Male,Loyal Customer,61,Personal Travel,Eco,106,2,4,2,2,1,2,1,1,4,2,5,4,4,1,0,0.0,0
Male,disloyal Customer,38,Business travel,Eco Plus,290,1,1,1,4,5,1,3,5,2,3,2,3,3,5,0,0.0,0
Female,Loyal Customer,30,Business travel,Business,192,2,4,4,4,3,3,2,3,2,5,3,4,3,3,0,0.0,0
Male,Loyal Customer,38,Business travel,Eco,328,4,4,4,4,4,4,4,4,2,1,3,2,3,4,53,63.0,1
Male,Loyal Customer,65,Business travel,Eco Plus,221,3,5,5,5,3,3,3,3,1,2,1,5,1,3,0,0.0,0
Male,Loyal Customer,45,Business travel,Business,3783,2,2,2,2,4,4,4,2,2,2,2,4,2,5,0,0.0,0
Male,disloyal Customer,24,Business travel,Business,482,4,0,3,1,3,3,1,3,5,5,4,4,4,3,0,0.0,1
Male,Loyal Customer,55,Business travel,Business,333,2,2,2,2,5,5,5,5,5,5,5,4,5,3,0,0.0,1
Male,Loyal Customer,57,Business travel,Business,757,1,1,1,1,2,5,4,5,5,5,5,3,5,3,2,0.0,1
Female,Loyal Customer,57,Business travel,Business,2554,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0.0,1
Female,Loyal Customer,52,Business travel,Business,872,1,1,1,1,3,5,5,3,3,3,3,4,3,4,0,0.0,1
Female,Loyal Customer,55,Personal Travel,Eco,289,2,5,2,4,3,4,5,4,4,2,4,3,4,5,18,0.0,1
Female,Loyal Customer,20,Business travel,Business,3119,2,2,2,2,5,5,5,5,3,3,5,3,2,5,0,0.0,1
Female,Loyal Customer,39,Business travel,Eco,89,5,4,4,4,5,5,5,5,4,4,5,3,4,5,0,0.0,1
Male,Loyal Customer,64,Personal Travel,Eco,1167,3,4,3,2,2,3,2,2,5,5,5,5,5,2,4,0.0,1
Male,Loyal Customer,17,Personal Travel,Eco,946,0,5,0,3,2,0,2,2,3,2,4,2,1,2,0,0.0,0
Male,disloyal Customer,27,Business travel,Business,214,4,4,4,2,5,4,2,5,4,4,2,1,3,5,17,14.0,1
Female,Loyal Customer,51,Business travel,Eco,305,4,4,4,4,1,2,3,3,3,4,3,3,3,2,7,0.0,0
Female,Loyal Customer,29,Personal Travel,Eco,1721,2,4,1,4,2,1,2,2,4,2,4,4,5,2,0,0.0,0
Female,Loyal Customer,62,Business travel,Business,597,2,2,2,2,2,3,4,4,4,4,4,5,4,1,0,1.0,1
Male,Loyal Customer,43,Personal Travel,Eco,612,2,3,3,5,1,3,1,1,1,1,3,4,5,1,0,0.0,0
Male,Loyal Customer,51,Business travel,Business,670,3,4,4,4,3,3,4,3,3,4,3,3,3,4,32,43.0,1
Female,Loyal Customer,17,Business travel,Eco,295,1,1,0,4,2,0,2,2,3,2,3,3,3,2,3,5.0,0
Female,Loyal Customer,52,Business travel,Business,3712,5,5,5,5,4,4,4,4,4,4,4,3,4,5,17,11.0,1
Male,Loyal Customer,50,Business travel,Eco,817,4,2,2,2,4,4,4,4,4,2,4,4,5,4,1,0.0,1
Female,Loyal Customer,53,Personal Travel,Business,147,2,5,0,3,5,4,4,5,5,0,5,4,5,4,0,0.0,1
Male,Loyal Customer,52,Business travel,Eco,1739,3,4,4,4,3,3,3,3,4,1,4,1,4,3,0,0.0,0
Female,disloyal Customer,48,Business travel,Eco,308,0,0,0,3,2,0,2,2,2,5,5,1,5,2,10,3.0,0
Female,Loyal Customer,55,Business travel,Business,460,3,3,3,3,4,5,5,5,5,5,5,4,5,4,0,0.0,1
Male,Loyal Customer,43,Personal Travel,Eco,295,2,5,2,2,2,2,2,2,1,5,2,1,5,2,0,0.0,0
Male,Loyal Customer,48,Business travel,Business,3360,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0,1
Male,Loyal Customer,26,Personal Travel,Eco,239,3,4,3,3,3,3,4,3,5,3,4,3,5,3,3,0.0,1
Female,disloyal Customer,26,Business travel,Business,596,4,4,4,4,4,4,4,4,4,5,4,3,4,4,0,1.0,1
Male,Loyal Customer,10,Personal Travel,Eco,448,3,5,3,5,2,3,2,2,4,3,4,5,4,2,0,0.0,0
Male,Loyal Customer,46,Business travel,Business,651,2,2,2,2,2,5,4,5,5,5,5,5,5,4,1,8.0,1
Female,Loyal Customer,50,Business travel,Eco,771,4,2,2,2,3,3,4,4,4,4,4,2,4,3,66,125.0,1
Female,Loyal Customer,15,Personal Travel,Eco,432,1,4,1,1,3,1,3,3,4,2,5,5,5,3,6,0.0,0
Male,Loyal Customer,46,Business travel,Business,1996,1,1,2,1,5,4,5,4,4,4,4,4,4,4,0,0.0,1
Male,Loyal Customer,53,Personal Travel,Eco,1172,1,5,1,5,3,1,3,3,5,3,4,5,5,3,0,0.0,0
Male,Loyal Customer,51,Business travel,Business,2586,1,1,1,1,4,4,4,4,4,4,5,4,3,4,2,0.0,1
Male,Loyal Customer,40,Personal Travel,Eco Plus,853,1,1,1,2,5,1,5,5,1,1,2,4,3,5,20,18.0,0
Male,Loyal Customer,21,Personal Travel,Eco,912,2,5,3,1,5,3,5,5,4,2,4,5,5,5,63,52.0,1
Male,Loyal Customer,28,Business travel,Business,787,1,2,2,2,1,1,1,1,1,3,2,2,2,1,2,29.0,0
Female,Loyal Customer,38,Personal Travel,Eco,337,1,1,1,3,4,1,4,4,3,2,4,2,4,4,64,73.0,0
Male,Loyal Customer,53,Personal Travel,Eco,1431,4,5,4,3,3,4,3,3,4,5,3,3,4,3,1,0.0,1
Male,disloyal Customer,37,Business travel,Business,1096,3,3,3,2,5,3,5,5,3,2,4,4,4,5,0,0.0,1
Male,Loyal Customer,23,Personal Travel,Eco Plus,1428,2,5,2,5,4,2,5,4,5,4,4,4,4,4,0,0.0,1
Male,Loyal Customer,60,Business travel,Business,141,2,1,4,1,4,2,2,3,3,3,2,2,3,3,0,6.0,0
Female,disloyal Customer,47,Business travel,Eco Plus,780,2,2,2,3,4,2,4,4,4,2,2,5,3,4,3,4.0,1
Male,Loyal Customer,58,Business travel,Business,2792,2,2,2,2,4,5,5,2,2,2,2,5,2,5,0,0.0,1
Male,Loyal Customer,36,Business travel,Business,1646,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,5.0,1
Female,Loyal Customer,41,Personal Travel,Eco,270,3,3,3,3,2,3,1,2,3,5,3,4,2,2,0,0.0,0
Female,Loyal Customer,38,Business travel,Business,2259,3,4,3,3,4,5,4,5,5,5,5,5,5,5,0,0.0,1
Female,disloyal Customer,21,Business travel,Eco,366,3,4,3,3,3,3,3,3,3,1,3,2,4,3,0,0.0,0
Female,Loyal Customer,50,Business travel,Business,612,3,3,3,3,3,5,4,4,4,4,4,5,4,4,1,0.0,1
Male,disloyal Customer,22,Business travel,Eco,581,4,5,4,3,4,4,4,4,4,2,4,5,4,4,0,0.0,1
Male,Loyal Customer,44,Business travel,Business,3750,3,3,3,3,2,4,4,2,2,2,2,4,2,5,0,0.0,0
Female,Loyal Customer,70,Business travel,Business,2816,1,1,2,1,2,2,2,4,4,4,4,5,4,2,0,0.0,0
Female,Loyal Customer,60,Personal Travel,Eco Plus,515,4,2,4,2,3,2,2,4,4,4,4,2,4,2,0,0.0,0
Male,Loyal Customer,52,Business travel,Business,3132,5,5,5,5,3,4,5,4,4,4,4,5,4,5,0,2.0,1
Male,Loyal Customer,30,Business travel,Business,2212,4,4,4,4,5,5,5,5,5,4,5,3,4,5,0,0.0,1
Female,Loyal Customer,12,Business travel,Business,678,1,2,2,2,1,1,1,1,1,3,3,3,4,1,0,10.0,0
Male,Loyal Customer,13,Personal Travel,Eco,544,2,3,2,2,5,2,5,5,4,2,2,1,1,5,0,8.0,1
Male,Loyal Customer,67,Personal Travel,Eco,849,0,3,0,3,5,0,5,5,3,1,5,4,1,5,0,0.0,1
Female,disloyal Customer,18,Business travel,Eco,951,3,3,3,4,5,3,5,5,3,2,4,4,3,5,4,13.0,1
Male,disloyal Customer,21,Business travel,Eco,1303,3,3,3,3,5,3,5,5,1,5,3,4,4,5,63,70.0,1
Female,Loyal Customer,43,Business travel,Business,1089,3,3,3,3,2,4,5,4,4,4,4,3,4,3,24,16.0,1
Male,Loyal Customer,47,Personal Travel,Eco,594,2,1,2,3,5,2,5,5,3,5,3,4,2,5,0,0.0,1
Female,Loyal Customer,58,Business travel,Eco Plus,462,4,4,1,4,2,3,3,4,4,4,4,4,4,4,0,0.0,1
Female,Loyal Customer,29,Business travel,Business,1025,4,4,5,4,4,4,4,4,5,5,4,3,5,4,0,0.0,1
Male,Loyal Customer,51,Business travel,Eco Plus,583,2,3,1,3,2,2,2,2,2,3,4,4,3,2,3,0.0,0
Female,Loyal Customer,31,Personal Travel,Business,602,5,5,5,1,5,5,4,5,5,4,5,5,4,5,0,7.0,1
Female,Loyal Customer,27,Personal Travel,Eco,234,2,3,2,4,3,2,3,3,4,3,3,4,3,3,2,9.0,0
Female,Loyal Customer,45,Business travel,Business,1620,4,4,4,4,2,5,5,4,4,4,4,5,4,5,0,20.0,1
Female,Loyal Customer,50,Business travel,Eco,120,5,1,1,1,1,5,2,5,5,5,5,3,5,2,0,31.0,1
Female,Loyal Customer,22,Business travel,Eco Plus,157,5,5,5,5,5,5,4,5,3,5,1,4,4,5,0,0.0,1
Female,Loyal Customer,45,Personal Travel,Eco Plus,270,4,3,2,4,2,4,3,3,3,2,3,2,3,4,8,0.0,0
Female,disloyal Customer,26,Business travel,Eco,721,2,2,2,5,4,2,4,4,5,5,4,1,5,4,25,1.0,1
Female,Loyal Customer,51,Personal Travel,Eco Plus,646,4,3,4,2,1,2,3,4,4,4,4,3,4,2,15,18.0,0
Male,Loyal Customer,8,Personal Travel,Eco,1874,3,2,3,3,3,3,3,3,3,4,3,2,3,3,22,28.0,0
Female,Loyal Customer,36,Personal Travel,Eco,1123,4,5,4,5,1,4,1,1,4,4,4,5,4,1,0,21.0,0
Male,Loyal Customer,39,Business travel,Business,862,5,5,5,5,4,5,5,5,5,5,5,5,5,5,14,15.0,1
Female,Loyal Customer,25,Business travel,Business,612,4,4,4,4,5,5,5,5,4,5,5,4,5,5,0,0.0,1
Female,Loyal Customer,34,Personal Travel,Eco,106,4,2,4,4,5,4,5,5,1,1,4,2,4,5,3,1.0,1
Female,Loyal Customer,46,Business travel,Business,3736,4,4,4,4,3,2,1,5,5,5,5,2,5,4,0,0.0,1
Male,Loyal Customer,47,Business travel,Business,728,4,4,2,4,2,4,5,4,4,4,4,4,4,5,0,0.0,1
Male,Loyal Customer,51,Personal Travel,Eco,125,2,4,2,3,3,2,3,3,3,1,3,3,3,3,0,3.0,0
Female,Loyal Customer,39,Business travel,Business,759,5,5,5,5,2,4,4,4,4,4,4,3,4,4,0,0.0,1
Female,Loyal Customer,23,Personal Travel,Eco,371,3,2,3,2,5,3,5,5,4,5,1,2,2,5,9,6.0,1
Female,Loyal Customer,56,Business travel,Business,1581,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,0.0,1
Female,disloyal Customer,28,Business travel,Business,814,2,2,2,3,2,3,5,5,4,5,5,5,3,5,212,212.0,1
Female,Loyal Customer,34,Personal Travel,Eco,148,4,4,4,3,5,4,5,5,5,4,5,5,4,5,38,26.0,1
Female,Loyal Customer,50,Business travel,Eco,479,1,3,3,3,1,3,2,1,1,1,1,3,1,3,0,0.0,0
Male,Loyal Customer,42,Personal Travel,Eco,1041,2,5,2,3,4,2,2,4,5,2,4,5,4,4,14,4.0,1
Male,Loyal Customer,54,Business travel,Business,548,3,1,1,1,5,3,4,3,3,3,3,3,3,2,0,3.0,0
Female,Loyal Customer,18,Personal Travel,Eco,1635,2,4,2,2,2,4,3,3,3,5,4,3,3,3,150,168.0,0
Female,Loyal Customer,14,Personal Travel,Eco,954,2,5,2,3,4,2,4,4,2,1,2,2,3,4,39,28.0,0
Female,Loyal Customer,38,Business travel,Business,3649,1,1,1,1,4,3,5,1,1,2,1,3,1,4,0,6.0,0
Male,Loyal Customer,42,Personal Travel,Eco,2556,4,3,4,2,4,4,4,4,4,3,4,4,5,4,0,0.0,1
Male,Loyal Customer,26,Business travel,Business,265,5,5,5,5,4,4,4,4,3,4,4,4,5,4,168,169.0,1
Male,Loyal Customer,49,Business travel,Business,250,0,0,0,3,3,4,4,4,4,4,4,3,4,4,45,39.0,1
Female,Loyal Customer,70,Business travel,Business,2207,3,1,2,1,4,4,3,3,3,3,3,4,3,3,5,3.0,1
Male,Loyal Customer,41,Business travel,Business,73,3,3,3,3,2,5,5,4,4,4,5,1,4,5,0,0.0,1
Male,Loyal Customer,46,Business travel,Business,2141,2,4,4,4,3,3,4,2,2,3,2,4,2,2,11,51.0,0
Male,Loyal Customer,15,Business travel,Business,3770,3,4,4,4,3,3,3,3,2,3,3,4,3,3,0,0.0,0
Male,Loyal Customer,18,Personal Travel,Eco,399,3,4,3,3,5,3,5,5,3,2,4,5,4,5,0,0.0,1
Male,Loyal Customer,45,Personal Travel,Eco,1990,3,3,4,3,5,4,5,5,5,1,3,2,1,5,7,77.0,1
Male,Loyal Customer,51,Business travel,Business,370,5,5,3,5,3,4,4,4,4,4,4,4,4,5,2,0.0,1
Female,Loyal Customer,24,Business travel,Business,2337,3,3,3,3,3,4,3,3,1,5,2,5,5,3,8,3.0,1
Female,Loyal Customer,53,Business travel,Business,366,5,5,2,5,5,5,4,5,5,5,5,3,5,4,15,24.0,1
Male,Loyal Customer,48,Business travel,Business,293,2,2,2,2,3,4,5,5,5,5,5,4,5,3,52,59.0,1
Male,Loyal Customer,53,Business travel,Business,2704,5,5,5,5,2,3,4,4,4,4,4,5,4,4,0,0.0,1
Male,Loyal Customer,30,Business travel,Business,3886,1,1,1,1,5,5,5,5,4,4,4,4,5,5,0,0.0,1
Female,Loyal Customer,25,Personal Travel,Business,129,2,4,2,3,5,2,2,5,2,5,4,1,4,5,116,118.0,1
Female,Loyal Customer,55,Business travel,Business,2185,1,1,1,1,5,4,4,3,3,4,3,5,3,3,0,6.0,1
Female,Loyal Customer,37,Business travel,Business,3256,4,4,4,4,4,4,4,1,4,1,1,4,4,4,353,370.0,0
Male,Loyal Customer,48,Business travel,Business,1096,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0,0.0,1
